co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,id,titulo,descricao,carga_horaria,categoria,publico_alvo,palavras_chave,link,vagas,numero_vagas,qt_vagas,vagas_disponiveis,inicio_inscricao,fim_inscricao,data_inicio,data_fim,modalidade,tipo_curso,nivel,area_tematica,instituicao,coordenador,tutores,certificacao,pre_requisitos,objetivos,metodologia,avaliacao,bibliografia
46809,Preparação de Planos de Contingência,45,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46809_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880085', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46625,"Prescrição, Concessão, Adaptação e Manutenção de Órteses, Próteses e Meios Auxiliares de Locomoção",45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46625_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880092', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46432,Prestação de Contas de Projetos no Âmbito da Administração Pública,40,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46432_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880096', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46264,Prevenção ao suicídio,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46264_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880102', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46715,"Prevenção da Transmissão Vertical do HIV/AIDS, Hepatites Virais e Sífilis",70,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46715_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880106', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46170,Prevenção e controle de infecções (PCI) causadas pelo novo coronavírus (COVID-19),5,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46170_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880111', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45569,Prevenção e cuidados às doenças prevalentes em homens,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45569_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880117', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47029,Prevenção e cuidados às doenças prevalentes em homens (2024),30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47029_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880124', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35970,Prevenção e Manejo de Pacientes Oncológicos na Atenção Primária a Saúde,30,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/35970_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880129', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46771,"Princípios, Diretrizes e Avanços do SUS",10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46771_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880135', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46708,Princípios e Diretrizes da Promoção de Saúde,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46708_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880140', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47038,Princípios Metodológicos Básicos e Questões Éticas,2,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47038_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880148', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28521,Princípios para o cuidado domiciliar II,45,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/28521_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:04.880153', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6381,Princípios para o cuidado domiciliar por profissionais de nível superior (AD13),60,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/6381_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088885', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47035,Procedimentos Administrativos dos CEPs,2,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47035_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088904', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45541,Procedimentos em Atenção Primária,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45541_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088910', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47036,Procedimentos Operacionais da Plataforma Brasil,2,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47036_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088915', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45181,Processo de Incorporação de Tecnologia em Saúde no SUS,20,10,UFCSPA,Universidade Federal de Ciências da Saúde de Porto Alegre,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45181_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088919', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45222,Processos de Trabalho e Redes de Atenção à Saúde,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45222_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088924', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46643,Profissionalismo e Identidade Profissional do Preceptor,15,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46643_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088928', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47062,Programa Academia da Saúde,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47062_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088933', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47053,Programa Bolsa Família,45,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47053_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088937', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47025,Programa de formação para organização e qualificação do cuidado às pessoas com Doenças Crônicas Não transmissíveis (DCNT) na Atenção Primária do Estado de Goiás para gestores da área da saúde,115,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47025_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088941', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46901,Programa de formação para organização e qualificação do cuidado às pessoas com Doenças Crônicas Não transmissíveis (DCNT) na Atenção Primária do Estado de Goiás para profissionais da saúde,180,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Extensão,Aperfeiçoamento,https://ppuview.unasus.gov.br/arouca_imagens/46901_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088946', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46602,Promoção da Alimentação Adequada e Saudável na Atenção Básica - PAAS.,30,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46602_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088950', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45321,Promoção da alimentação saudável na Atenção Básica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45321_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088954', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46869,Promoção da atividade física na Atenção Primária à Saúde e sua inserção nos instrumentos de planejamento e de gestão do SUS,60,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46869_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088959', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45306,Promoção do aleitamento materno na Atenção Básica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45306_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088965', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45881,Promoção do ganho de peso adequado na gestação,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45881_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088971', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45322,Promoção do uso racional de medicamentos na Atenção Básica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45322_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.088993', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46883,Promovendo mudanças: comunicação inclusiva nos serviços de Atenção Primária à Saúde,60,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46883_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.089001', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45821,Propedêutica Cardiovascular na Atenção Básica,60,1,UFMG,Universidade Federal de Minas Gerais,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45821_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.089008', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46742,Proteger e Cuidar de adolescentes na APS,45,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46742_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:06.089016', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46262,Protocolo Clínico da COVID-19 na Atenção Primária à Saúde,20,4511561,UFPI,Universidade Federal do Piauí,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46262_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:06.089023', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47024,QualiGuia - Formação para utilização dos Protocolos de Uso do Guia Alimentar para a População Brasileira,30,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/47024_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:07.296995', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46642,Queixas comuns no atendimento à demanda espontânea e urgências e/ou emergências na Atenção Primária à Saúde 1,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46642_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297009', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46635,Queixas Comuns no Atendimento à Demanda Espontânea e Urgências e/ou Emergências na Atenção Primária à Saúde 2,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46635_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297015', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45107,Queixas de Lesões Anogenitais,15,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45107_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297019', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45108,Queixas Mamárias,15,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45108_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297023', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46565,Raciocínio Clínico e Competência Diagnóstica,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46565_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297027', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45542,"Rastreamento, Check up e Prevenção Quaternária",60,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45542_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297031', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46749,Reabilitação da Pessoa com Complicações Pós Acidente Vascular Encefálico (AVE),30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46749_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297035', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46639,Reabilitação do paciente com condições pós-covid,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46639_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297040', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46786,"Reconhecendo a Norma Brasileira de Comercialização de Alimentos para Lactentes e Crianças de Primeira Infância, Bicos, Chupetas e Mamadeiras (NBCAL): formação para Profissionais da Rede de Atenção à Saúde",30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46786_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297044', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45811,Reconhecendo o sobrepeso e a obesidade no contexto da Atenção Primária à Saúde,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45811_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297048', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46745,Reconhecimento do Território,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46745_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297052', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45564,Rede Cegonha,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45564_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297057', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46709,Rede de apoio às mulheres em situação de violência doméstica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46709_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297060', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45565,Rede de Atenção à Saúde das Pessoas com Doenças Crônicas no Âmbito do Sistema Único de Saúde,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45565_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297064', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47000,Rede de atenção às pessoas em situação de violência por parceiro íntimo,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47000_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297068', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45656,Rede de Atenção às Urgências no Âmbito do Sistema Único de Saúde,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45656_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297074', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45657,Rede de Cuidado às Pessoas com Deficiência,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45657_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297078', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46773,Rede Integrada e Cuidados Integrados,5,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46773_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297083', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46202,Rede Nacional de Dados em Saúde: o que precisamos saber?,15,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46202_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297087', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45201,Redes de atenção à violência por parceiro íntimo,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45201_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:07.297091', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46442,Redução da mortalidade materna I,90,4511561,UFPI,Universidade Federal do Piauí,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46442_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-27T20:25:08.490764', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'completa_sem_filtros'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
