co_seq_curso,no_curso,qt_carga_horaria_total,co_seq_orgao,sg_orgao,no_orgao,no_formato,no_nivel,no_modalidade,ds_imagem,status,status_ordem,rank,metadata_coleta,campos_processados
45108,Queixas Mamárias,15,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45108_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346490', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45108, 'titulo': 'Queixas Mamárias', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45108', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46565,Raciocínio Clínico e Competência Diagnóstica,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46565_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346498', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46565, 'titulo': 'Raciocínio Clínico e Competência Diagnóstica', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46565', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45542,"Rastreamento, Check up e Prevenção Quaternária",60,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45542_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346506', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45542, 'titulo': 'Rastreamento, Check up e Prevenção Quaternária', 'descricao': '', 'carga_horaria': 60, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45542', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46749,Reabilitação da Pessoa com Complicações Pós Acidente Vascular Encefálico (AVE),30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46749_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346514', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46749, 'titulo': 'Reabilitação da Pessoa com Complicações Pós Acidente Vascular Encefálico (AVE)', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46749', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46639,Reabilitação do paciente com condições pós-covid,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46639_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346519', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46639, 'titulo': 'Reabilitação do paciente com condições pós-covid', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46639', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46786,"Reconhecendo a Norma Brasileira de Comercialização de Alimentos para Lactentes e Crianças de Primeira Infância, Bicos, Chupetas e Mamadeiras (NBCAL): formação para Profissionais da Rede de Atenção à Saúde",30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46786_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346527', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46786, 'titulo': 'Reconhecendo a Norma Brasileira de Comercialização de Alimentos para Lactentes e Crianças de Primeira Infância, Bicos, Chupetas e Mamadeiras (NBCAL): formação para Profissionais da Rede de Atenção à Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46786', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45811,Reconhecendo o sobrepeso e a obesidade no contexto da Atenção Primária à Saúde,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45811_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346532', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45811, 'titulo': 'Reconhecendo o sobrepeso e a obesidade no contexto da Atenção Primária à Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45811', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46745,Reconhecimento do Território,10,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46745_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346539', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46745, 'titulo': 'Reconhecimento do Território', 'descricao': '', 'carga_horaria': 10, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46745', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45564,Rede Cegonha,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45564_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346545', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45564, 'titulo': 'Rede Cegonha', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45564', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46709,Rede de apoio às mulheres em situação de violência doméstica,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46709_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346551', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46709, 'titulo': 'Rede de apoio às mulheres em situação de violência doméstica', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46709', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45565,Rede de Atenção à Saúde das Pessoas com Doenças Crônicas no Âmbito do Sistema Único de Saúde,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45565_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346558', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45565, 'titulo': 'Rede de Atenção à Saúde das Pessoas com Doenças Crônicas no Âmbito do Sistema Único de Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45565', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
47000,Rede de atenção às pessoas em situação de violência por parceiro íntimo,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/47000_180.jpg,com oferta aberta,1,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346563', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 47000, 'titulo': 'Rede de atenção às pessoas em situação de violência por parceiro íntimo', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/47000', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45656,Rede de Atenção às Urgências no Âmbito do Sistema Único de Saúde,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45656_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346588', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45656, 'titulo': 'Rede de Atenção às Urgências no Âmbito do Sistema Único de Saúde', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45656', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45657,Rede de Cuidado às Pessoas com Deficiência,30,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45657_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346595', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45657, 'titulo': 'Rede de Cuidado às Pessoas com Deficiência', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45657', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46773,Rede Integrada e Cuidados Integrados,5,4511661,FIOCRUZ - BRASÍLIA,Fundação Oswaldo Cruz - Brasília,Ensino a Distância,Outros,Qualificação,https://ppuview.unasus.gov.br/arouca_imagens/46773_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346602', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46773, 'titulo': 'Rede Integrada e Cuidados Integrados', 'descricao': '', 'carga_horaria': 5, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46773', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Outros', 'area_tematica': '', 'instituicao': 'Fundação Oswaldo Cruz - Brasília', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46202,Rede Nacional de Dados em Saúde: o que precisamos saber?,15,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46202_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346608', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46202, 'titulo': 'Rede Nacional de Dados em Saúde: o que precisamos saber?', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46202', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Goiás', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45201,Redes de atenção à violência por parceiro íntimo,30,5,UFSC,Universidade Federal de Santa Catarina,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/45201_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:24.346618', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45201, 'titulo': 'Redes de atenção à violência por parceiro íntimo', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45201', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal de Santa Catarina', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46442,Redução da mortalidade materna I,90,4511561,UFPI,Universidade Federal do Piauí,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46442_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794017', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46442, 'titulo': 'Redução da mortalidade materna I', 'descricao': '', 'carga_horaria': 90, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46442', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Piauí', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46541,Redução da mortalidade materna II,90,4511561,UFPI,Universidade Federal do Piauí,Ensino a Distância,Extensão,Atualização,https://ppuview.unasus.gov.br/arouca_imagens/46541_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794067', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46541, 'titulo': 'Redução da mortalidade materna II', 'descricao': '', 'carga_horaria': 90, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46541', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Extensão', 'area_tematica': '', 'instituicao': 'Universidade Federal do Piauí', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44784,Regulação da Assistência Hospitalar,30,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44784_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794074', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44784, 'titulo': 'Regulação da Assistência Hospitalar', 'descricao': '', 'carga_horaria': 30, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44784', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Pernambuco', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44882,Regulação das Urgências,45,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44882_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794078', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44882, 'titulo': 'Regulação das Urgências', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44882', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Pernambuco', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44704,Regulação do Acesso Ambulatorial,45,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44704_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794082', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44704, 'titulo': 'Regulação do Acesso Ambulatorial', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44704', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Pernambuco', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44663,Regulação nas Redes de Atenção à Saúde,15,17,UFPE,Universidade Federal de Pernambuco,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44663_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794087', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44663, 'titulo': 'Regulação nas Redes de Atenção à Saúde', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44663', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Pernambuco', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
46676,Repositórios e sistemas de registro eletrônico em saúde,15,237,UFG,Universidade Federal de Goiás,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/46676_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794090', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 46676, 'titulo': 'Repositórios e sistemas de registro eletrônico em saúde', 'descricao': '', 'carga_horaria': 15, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/46676', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal de Goiás', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
44573,Responsabilidade Fiscal na Gestão Pública,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/44573_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794095', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 44573, 'titulo': 'Responsabilidade Fiscal na Gestão Pública', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/44573', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
45058,Saúde Bucal da Gestante,45,12,UFMA,Universidade Federal do Maranhão,Ensino a Distância,Educação Profissional e Tecnológica,Qualificação Profissional,https://ppuview.unasus.gov.br/arouca_imagens/45058_180.jpg,com oferta encerrada,4,1,"{'timestamp_coleta': '2025-07-29T20:25:25.794101', 'pagina_coleta': 1, 'versao_coletor': '1.0.0', 'tipo_coleta': 'database_geral_sem_filtros', 'localizacao': 'diretorio_raiz'}","{'id': 45058, 'titulo': 'Saúde Bucal da Gestante', 'descricao': '', 'carga_horaria': 45, 'categoria': 'Ensino a Distância', 'publico_alvo': '', 'palavras_chave': '', 'link': 'https://www.unasus.gov.br/cursos/curso/45058', 'vagas': 0, 'numero_vagas': 0, 'qt_vagas': 0, 'nivel': 'Educação Profissional e Tecnológica', 'area_tematica': '', 'instituicao': 'Universidade Federal do Maranhão', 'coordenador': '', 'tutores': '', 'certificacao': '', 'pre_requisitos': '', 'objetivos': '', 'metodologia': '', 'avaliacao': '', 'bibliografia': ''}"
